step,pos_x,pos_y,alt_idx,coverage,cov_trace
44,42.05328369140625,21.649547576904297,1,0.31746848469256495,2.8372429335117353
45,44.28662872314453,18.649547576904297,2,0.3380499099562645,3.0994438564777385
46,46.0,15.649547576904297,2,0.3471829174170311,3.203087846040727
47,46.0,12.649547576904297,2,0.35554412143040903,3.2930878460407267
48,44.24437713623047,10.000004768371582,2,0.3668639053254438,3.3884401404857645
49,44.365657806396484,7.000004768371582,2,0.3758682788783123,3.4785136544704445
50,41.365657806396484,4.000004768371582,2,0.38410084898379215,3.6057928693294534
51,38.365657806396484,4.787700653076172,2,0.3963210702341137,3.698843492269517
52,36.665592193603516,1.7877006530761719,2,0.400823257010548,3.8022900998592384
53,33.665592193603516,1.0,2,0.40828402366863903,3.8953407585620887
54,32.768558502197266,1.0,2,0.4120144069976846,3.9222517693042764
55,30.210588455200195,1.0,2,0.414587085155647,3.9989908707141884
56,27.210588455200195,1.0968738794326782,2,0.41960380756367377,4.0
57,24.35749053955078,1.0,2,0.4365834834062259,4.0
58,21.35749053955078,1.5404585599899292,2,0.44970414201183434,4.0
59,22.15205955505371,1.0,2,0.4524054540776949,4.0
60,22.280689239501953,3.2783689498901367,2,0.45857988165680474,4.0
61,22.280689239501953,3.2783689498901367,2,0.45857988165680474,4.0
62,21.110414505004883,1.0,2,0.45857988165680474,4.0
63,19.87330436706543,1.0,2,0.46372523797272963,4.0
64,17.542949676513672,1.4934468269348145,2,0.47002829945973756,4.0
65,14.542949676513672,3.419207811355591,2,0.4807049138152817,4.0
66,15.878552436828613,5.018542766571045,3,0.4965268844867507,4.0
67,18.878551483154297,6.834138870239258,3,0.5009004373552869,4.0
68,20.054553985595703,9.834138870239258,3,0.506303061487008,4.0
69,21.94927215576172,12.834138870239258,3,0.510547980447646,4.0
70,21.94927215576172,12.834138870239258,3,0.510547980447646,4.0
71,18.94927215576172,15.834138870239258,3,0.5228968356058658,4.0
72,15.949272155761719,18.834138870239258,3,0.5407769488037046,4.0
73,15.949272155761719,18.834138870239258,3,0.5407769488037046,4.0
74,15.949272155761719,18.834138870239258,3,0.5407769488037046,4.0
75,14.808691024780273,21.834138870239258,3,0.5563416516593774,4.0
76,13.125988960266113,24.834138870239258,3,0.5725495240545407,4.0
77,16.125988006591797,27.834138870239258,3,0.5855415487522511,4.0
78,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
79,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
80,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
81,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
82,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
83,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
84,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
85,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
86,19.125988006591797,28.279773712158203,3,0.5927450475945459,4.0
87,22.125988006591797,26.453350067138672,2,0.6228453820427065,4.0
88,22.125988006591797,26.453350067138672,2,0.6228453820427065,4.0
89,22.795989990234375,29.347875595092773,2,0.6286339078981219,4.0
90,22.795989990234375,29.347875595092773,2,0.6286339078981219,4.0
91,22.795989990234375,29.347875595092773,2,0.6286339078981219,4.0
92,22.795989990234375,29.347875595092773,2,0.6286339078981219,4.0
93,19.795989990234375,29.541484832763672,2,0.6377669153588886,4.0
94,22.749183654785156,28.28659439086914,2,0.6387959866220736,4.0
95,22.749183654785156,28.28659439086914,2,0.6387959866220736,4.0
96,22.749183654785156,28.28659439086914,2,0.6387959866220736,4.0
97,21.524185180664062,30.457468032836914,2,0.6400823257010548,4.0
98,21.524185180664062,30.457468032836914,2,0.6400823257010548,4.0
99,21.524185180664062,30.457468032836914,2,0.6400823257010548,4.0
100,22.10601043701172,30.916566848754883,2,0.6405968613326473,4.0
101,21.750015258789062,33.91656494140625,2,0.6436840751222022,4.0
102,23.65949058532715,36.91656494140625,2,0.6468999228196552,4.0
103,23.65949058532715,36.91656494140625,2,0.6468999228196552,4.0
104,23.65949058532715,36.91656494140625,2,0.6468999228196552,4.0
105,23.65949058532715,36.91656494140625,2,0.6468999228196552,4.0
106,23.65949058532715,36.91656494140625,2,0.6468999228196552,4.0
107,23.554033279418945,39.91656494140625,2,0.6566760998199125,4.0
108,25.232404708862305,42.91656494140625,3,0.6706971957808078,4.0
109,28.232404708862305,44.358055114746094,3,0.6757139181888345,4.0
110,31.232404708862305,45.46515655517578,3,0.6785438641625933,4.0
111,34.23240661621094,43.843875885009766,3,0.6808592745047595,4.0
112,37.23240661621094,46.0,3,0.6833033187548238,4.0
113,40.23240661621094,46.0,3,0.6854900951890919,4.0
114,43.23240661621094,46.0,3,0.6867764342680731,4.0
115,46.0,46.0,3,0.6889632107023411,4.0
116,46.0,46.0,3,0.6889632107023411,4.0
117,46.0,46.0,3,0.6889632107023411,4.0
118,46.0,46.0,3,0.6889632107023411,4.0
119,46.0,45.19813537597656,3,0.6893491124260355,4.0
120,46.0,42.19813537597656,3,0.6957808078209416,4.0
121,46.0,44.162811279296875,3,0.6957808078209416,4.0
122,44.30799102783203,46.0,3,0.6957808078209416,4.0
123,46.0,46.0,3,0.6957808078209416,4.0
124,46.0,45.5682487487793,3,0.6957808078209416,4.0
125,46.0,46.0,3,0.6957808078209416,4.0
126,46.0,44.90819549560547,3,0.6957808078209416,4.0
127,46.0,44.7066764831543,3,0.6957808078209416,4.0
128,46.0,41.7066764831543,3,0.7009261641368665,4.0
129,46.0,44.7066764831543,3,0.7009261641368665,4.0
130,46.0,45.952972412109375,3,0.7009261641368665,4.0
131,46.0,46.0,3,0.7009261641368665,4.0
132,46.0,43.0,3,0.7013120658605608,4.0
133,46.0,40.0,3,0.7041420118343196,4.0
134,46.0,41.87480163574219,3,0.7041420118343196,4.0
135,46.0,39.50508117675781,3,0.7058142526369952,4.0
136,46.0,38.20511245727539,3,0.7071005917159763,4.0
137,46.0,35.20511245727539,3,0.7091587342423463,4.0
138,46.0,37.041534423828125,3,0.709930537689735,4.0
139,46.0,34.041534423828125,3,0.7105737072292256,4.0
140,46.0,32.2600212097168,3,0.7118600463082069,4.0
141,46.0,32.71598434448242,3,0.7118600463082069,4.0
142,46.0,33.97711181640625,3,0.711988680216105,4.0
143,46.0,33.89656066894531,3,0.711988680216105,4.0
144,46.0,36.30916976928711,3,0.711988680216105,4.0
145,44.19287109375,33.38800811767578,3,0.7127604836634936,4.0
146,46.0,30.38800811767578,3,0.7136609210187805,4.0
147,46.0,27.38800811767578,3,0.7149472600977618,4.0
148,43.62297821044922,24.38800811767578,3,0.7185490095189092,4.0
149,40.87437057495117,22.24062728881836,3,0.7258811422691022,4.0
150,37.87437057495117,19.24062728881836,3,0.729997427321842,4.0
151,35.17402267456055,20.314546585083008,3,0.7343709801903782,4.0
152,36.619632720947266,17.484525680541992,3,0.7368150244404424,4.0
153,38.62546920776367,14.484525680541992,3,0.7370722922562387,4.0
154,35.62546920776367,15.207695960998535,3,0.7382299974273219,4.0
155,32.62546920776367,18.20769500732422,3,0.7396449704142012,4.0
156,32.62546920776367,18.20769500732422,2,0.7460766658091073,4.0
157,32.62546920776367,18.20769500732422,2,0.7460766658091073,4.0
158,32.62546920776367,18.20769500732422,2,0.7460766658091073,4.0
159,32.62546920776367,18.20769500732422,2,0.7460766658091073,4.0
160,32.62546920776367,18.20769500732422,2,0.7460766658091073,4.0
161,29.625469207763672,18.2468204498291,2,0.7486493439670697,4.0
162,26.625469207763672,21.2468204498291,2,0.7526369951119115,4.0
163,23.625469207763672,24.2468204498291,2,0.7546951376382814,4.0
164,20.625469207763672,22.919641494750977,2,0.7593259583226138,4.0
165,17.625469207763672,23.956323623657227,2,0.7615127347568819,4.0
166,17.625469207763672,23.956323623657227,2,0.7615127347568819,4.0
167,17.625469207763672,23.956323623657227,2,0.7615127347568819,4.0
168,17.625469207763672,23.956323623657227,2,0.7615127347568819,4.0
169,16.6363582611084,26.956323623657227,2,0.7674298945201955,4.0
170,17.109573364257812,29.956323623657227,2,0.7707743761255467,4.0
171,16.813047409057617,30.904220581054688,2,0.7737329560072035,4.0
172,19.813047409057617,27.904220581054688,2,0.7738615899151016,2.8890954504013058
173,22.813047409057617,29.38471794128418,2,0.7738615899151016,2.9894582185745238
174,22.813047409057617,29.38471794128418,2,0.7738615899151016,2.9894582185745238
175,22.813047409057617,29.38471794128418,2,0.7738615899151016,2.9894582185745238
176,22.813047409057617,29.38471794128418,2,0.7738615899151016,2.9894582185745238
177,22.813047409057617,29.38471794128418,2,0.7738615899151016,2.9894582185745238
178,22.813047409057617,29.38471794128418,3,0.7738615899151016,2.1976207530021665
179,22.813047409057617,29.38471794128418,3,0.7738615899151016,2.1976207530021665
180,21.91507339477539,26.38471794128418,3,0.7746333933624904,2.291566067886352
181,21.91507339477539,26.38471794128418,3,0.7746333933624904,2.291566067886352
182,21.91507339477539,26.38471794128418,3,0.7746333933624904,2.291566067886352
183,21.91507339477539,26.38471794128418,3,0.7746333933624904,2.291566067886352
184,18.91507339477539,27.2740535736084,3,0.7754051968098791,2.3854373967170712
185,18.91507339477539,27.2740535736084,3,0.7754051968098791,2.3854373967170712
186,17.29155731201172,24.2740535736084,3,0.7760483663493697,2.487771280956268
187,14.291557312011719,24.523088455200195,3,0.7781065088757396,2.5780808436393734
188,11.460352897644043,23.41788101196289,3,0.7801646514021096,2.6692591416358944
189,8.618611335754395,20.913909912109375,3,0.7831232312837664,2.7828849684715267
190,8.478653907775879,20.994524002075195,3,0.7831232312837664,2.787730383080244
191,8.16093921661377,23.994524002075195,3,0.7849241059943401,2.878233687084913
192,5.1609392166137695,23.585050582885742,3,0.7874967841523025,2.9690681616485115
193,4.197898864746094,20.585050582885742,3,0.7889117571391819,3.0635917107284065
194,4.197898864746094,20.585050582885742,3,0.7889117571391819,3.0635917107284065
195,4.197898864746094,20.585050582885742,3,0.7889117571391819,3.0635917107284065
196,4.606561660766602,17.585050582885742,3,0.7917417031129406,3.154422902268171
197,4.606561660766602,17.585050582885742,3,0.7917417031129406,3.154422902268171
198,4.606561660766602,17.585050582885742,3,0.7917417031129406,3.154422902268171
199,4.606561660766602,17.585050582885742,2,0.8022896835605866,3.304422902268171
200,4.606561660766602,17.585050582885742,2,0.8022896835605866,3.304422902268171
201,4.606561660766602,17.585050582885742,2,0.8022896835605866,3.304422902268171
202,3.1397416591644287,17.085779190063477,2,0.8062773347054284,3.350906764668226
203,3.1397416591644287,17.085779190063477,2,0.8062773347054284,3.350906764668226
204,3.3822522163391113,20.085779190063477,2,0.8074350398765114,3.4412003413856027
205,1.0,23.085779190063477,2,0.8110367892976589,3.556124722164869
206,1.0,23.452455520629883,2,0.8110367892976589,3.567125012081861
207,4.0,25.12342071533203,2,0.8128376640082325,3.6701440040290354
208,7.0,25.588315963745117,2,0.8138667352714175,3.7612182323157786
209,10.0,22.721662521362305,2,0.8159248777977876,3.8857008830726145
210,13.0,25.721662521362305,2,0.8160535117056856,4.0
211,15.9241943359375,28.721662521362305,2,0.8160535117056856,4.0
212,18.9241943359375,31.537343978881836,2,0.8160535117056856,4.0
213,21.9241943359375,34.53734588623047,2,0.8163107795214819,4.0
214,21.9241943359375,34.53734588623047,2,0.8163107795214819,4.0
215,21.9241943359375,34.53734588623047,2,0.8163107795214819,4.0
216,21.9241943359375,34.53734588623047,2,0.8163107795214819,4.0
217,20.602581024169922,37.53734588623047,2,0.8177257525083612,4.0
218,20.97537612915039,38.566741943359375,2,0.8192693594031387,4.0
219,23.97537612915039,41.566741943359375,2,0.8199125289426292,4.0
220,25.440786361694336,44.566741943359375,3,0.8200411628505274,4.0
221,28.440786361694336,46.0,3,0.8205556984821198,4.0
222,27.67011833190918,43.78078079223633,3,0.820684332390018,4.0
223,27.923036575317383,45.63508224487305,3,0.820684332390018,4.0
224,24.923036575317383,46.0,3,0.8209416002058143,4.0
225,27.923036575317383,43.0,3,0.8209416002058143,4.0
226,30.923036575317383,44.98543167114258,3,0.8209416002058143,4.0
227,30.853761672973633,41.98543167114258,3,0.8213275019295087,4.0
228,33.853759765625,40.555694580078125,3,0.8213275019295087,4.0
229,30.965944290161133,43.555694580078125,3,0.8213275019295087,4.0
230,32.2549934387207,40.7969856262207,3,0.8213275019295087,4.0
231,31.725648880004883,39.178443908691406,3,0.8213275019295087,4.0
232,32.04984664916992,38.89897918701172,3,0.8213275019295087,4.0
233,33.41110610961914,39.49382781982422,3,0.8213275019295087,4.0
234,34.47344207763672,39.71628189086914,3,0.8213275019295087,4.0
235,32.369537353515625,39.67161178588867,3,0.8213275019295087,4.0
236,33.76829528808594,38.791690826416016,3,0.8213275019295087,4.0
237,32.15056610107422,39.58894348144531,3,0.8213275019295087,4.0
238,29.606460571289062,36.748573303222656,3,0.823900180087471,4.0
239,27.94066047668457,37.99155807495117,3,0.8242860818111655,4.0
240,30.94066047668457,34.99155807495117,3,0.8242860818111655,4.0
241,27.94066047668457,34.1213493347168,3,0.8244147157190636,4.0
242,30.224273681640625,35.467994689941406,2,0.8245433496269616,4.0
243,31.751718521118164,33.07024002075195,2,0.8245433496269616,4.0
244,34.60408020019531,32.616004943847656,2,0.8263442243375354,4.0
245,34.60408020019531,32.616004943847656,2,0.8263442243375354,4.0
246,37.60408020019531,32.75088119506836,2,0.8263442243375354,4.0
247,37.60408020019531,32.75088119506836,2,0.8263442243375354,4.0
248,37.60408020019531,32.75088119506836,2,0.8263442243375354,4.0
249,37.50850296020508,35.75088119506836,2,0.8263442243375354,4.0
250,37.32672882080078,34.98503112792969,2,0.8263442243375354,4.0
251,37.32672882080078,34.98503112792969,2,0.8263442243375354,4.0
252,37.52124786376953,32.87275695800781,2,0.8263442243375354,4.0
253,37.52124786376953,32.87275695800781,2,0.8263442243375354,4.0
254,34.52124786376953,33.74675750732422,2,0.8263442243375354,4.0
255,33.268348693847656,36.74675750732422,2,0.8263442243375354,4.0
256,32.129974365234375,36.96072769165039,2,0.8263442243375354,4.0
257,32.674808502197266,34.87138366699219,2,0.8263442243375354,4.0
258,32.674808502197266,34.87138366699219,2,0.8263442243375354,4.0
259,32.780906677246094,36.885921478271484,2,0.8263442243375354,4.0
260,35.11228942871094,34.36586380004883,2,0.8263442243375354,4.0
261,32.11228942871094,33.83914566040039,2,0.8263442243375354,4.0
262,35.11228942871094,34.58052444458008,2,0.8263442243375354,4.0
263,35.11228942871094,34.58052444458008,1,0.8271160277849241,4.0
264,32.11228942871094,37.58052444458008,1,0.8275019295086185,4.0
265,29.112289428710938,36.39309310913086,1,0.8284023668639053,4.0
266,26.112289428710938,39.39309310913086,1,0.8284023668639053,4.0
267,23.112289428710938,42.253177642822266,1,0.8284023668639053,4.0
268,20.14215087890625,39.253177642822266,1,0.8285310007718034,4.0
269,18.521604537963867,36.253177642822266,1,0.8299459737586828,4.0
270,15.521604537963867,33.253177642822266,1,0.8299459737586828,4.0
271,14.328936576843262,36.253177642822266,1,0.8299459737586828,4.0
272,17.328937530517578,33.253177642822266,1,0.8299459737586828,4.0
273,15.224920272827148,30.253177642822266,1,0.8340622588114227,4.0
274,12.602994918823242,27.253177642822266,1,0.8349626961667096,4.0
275,12.371139526367188,26.678531646728516,1,0.8357344996140983,4.0
276,9.371139526367188,26.29045867919922,1,0.8379212760483663,4.0
277,8.8255615234375,27.306591033935547,1,0.8386930794957551,4.0
278,5.8255615234375,25.313636779785156,1,0.8401080524826344,4.0
279,4.895438194274902,22.313636779785156,1,0.8429379984563931,4.0
280,3.3282535076141357,24.13910484313965,1,0.8429379984563931,4.0
281,2.498960494995117,21.55760383605957,1,0.8453820427064574,4.0
282,3.203187942504883,18.55760383605957,1,0.8506560329302805,4.0
283,3.6028895378112793,15.55760383605957,1,0.8574736300488809,4.0
284,5.650854587554932,16.912559509277344,0,0.8646771288911758,4.0
285,8.307760238647461,18.710336685180664,0,0.8675070748649344,4.0
286,8.307760238647461,18.710336685180664,0,0.8675070748649344,4.0
287,8.307760238647461,18.710336685180664,0,0.8675070748649344,4.0
288,5.307760238647461,21.710336685180664,0,0.8698224852071006,4.0
289,8.307760238647461,21.875865936279297,0,0.8717519938255724,4.0
290,8.307760238647461,21.875865936279297,0,0.8717519938255724,4.0
291,7.4347310066223145,20.15285873413086,0,0.8731669668124518,4.0
292,8.50330924987793,17.15285873413086,0,0.8741960380756367,4.0
293,5.50330924987793,14.15285873413086,0,0.8767687162335992,4.0
294,8.50330924987793,12.163783073425293,0,0.880756367378441,4.0
295,8.50330924987793,12.163783073425293,0,0.880756367378441,4.0
296,11.047935485839844,9.44543170928955,0,0.8833290455364033,4.0
297,14.047935485839844,8.41702651977539,0,0.8857730897864677,4.0
298,14.047935485839844,8.41702651977539,0,0.8857730897864677,4.0
299,14.047935485839844,8.41702651977539,0,0.8857730897864677,4.0
300,14.780844688415527,9.46612548828125,0,0.8874453305891433,4.0
301,17.486204147338867,10.519454002380371,0,0.8940056598919475,4.0
302,17.486204147338867,10.519454002380371,0,0.8940056598919475,4.0
303,20.486204147338867,9.73049545288086,0,0.9021095960895292,4.0
304,21.69183349609375,6.730495452880859,0,0.9109853357344996,4.0
305,24.69183349609375,7.994434356689453,0,0.9205042449189607,4.0
306,27.69183349609375,4.994434356689453,0,0.9244918960638024,4.0
307,30.69183349609375,1.9944343566894531,0,0.9280936454849499,4.0
308,33.69183349609375,1.0,1,0.9287368150244404,4.0
309,34.640594482421875,1.0,1,0.9291227167481348,4.0
310,37.640594482421875,1.0,1,0.9302804219192179,4.0
311,38.312255859375,1.0,1,0.9310522253666066,4.0
312,36.372310638427734,3.9573988914489746,1,0.9311808592745048,4.0
313,34.93009567260742,1.0,1,0.9311808592745048,4.0
314,31.930095672607422,1.0,1,0.9311808592745048,4.0
315,29.55678367614746,1.0,1,0.9311808592745048,4.0
316,26.55678367614746,1.0,1,0.9311808592745048,4.0
317,23.55678367614746,1.0,1,0.9311808592745048,4.0
318,23.14734649658203,4.0,1,0.9313094931824029,4.0
319,22.09554672241211,5.66622257232666,1,0.9315667609981991,4.0
320,19.09554672241211,8.665308952331543,1,0.9316953949060972,4.0
321,19.09554672241211,8.665308952331543,1,0.9316953949060972,4.0
322,16.45844841003418,11.665308952331543,1,0.9316953949060972,4.0
323,19.45844841003418,14.665308952331543,1,0.9328531000771804,4.0
324,17.28221893310547,11.665308952331543,1,0.9328531000771804,4.0
325,14.282218933105469,14.665308952331543,1,0.9329817339850784,4.0
326,11.282218933105469,12.581090927124023,1,0.933496269616671,4.0
327,8.566097259521484,15.581090927124023,1,0.9336249035245691,4.0
328,6.801189422607422,12.581090927124023,1,0.9341394391561616,4.0
329,9.801189422607422,11.983288764953613,1,0.9343967069719578,4.0
330,11.517295837402344,11.448236465454102,0,0.9350398765114484,4.0
331,11.517295837402344,11.448236465454102,0,0.9350398765114484,4.0
332,11.517295837402344,11.448236465454102,0,0.9350398765114484,4.0
333,11.454785346984863,8.448236465454102,0,0.9351685104193466,4.0
334,11.454785346984863,8.448236465454102,0,0.9351685104193466,4.0
335,11.454785346984863,8.448236465454102,0,0.9351685104193466,4.0
336,11.454785346984863,8.448236465454102,0,0.9351685104193466,4.0
337,14.454785346984863,10.801029205322266,0,0.9351685104193466,4.0
338,14.454785346984863,10.801029205322266,0,0.9351685104193466,4.0
339,14.454785346984863,10.801029205322266,0,0.9351685104193466,4.0
340,17.454784393310547,9.187326431274414,0,0.9351685104193466,2.871535846233368
341,17.454784393310547,9.187326431274414,0,0.9351685104193466,2.871535846233368
342,20.454784393310547,10.785375595092773,0,0.9355544121430409,2.9735083189010623
343,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
344,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
345,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
346,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
347,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
348,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
349,23.373504638671875,13.228702545166016,0,0.9365834834062259,3.087700685501099
350,23.947982788085938,15.839341163635254,0,0.9370980190378184,3.1678936638832096
351,23.947982788085938,15.839341163635254,0,0.9370980190378184,3.1678936638832096
352,23.947982788085938,15.839341163635254,1,0.9370980190378184,3.3178936638832095
353,22.76511573791504,13.108856201171875,1,0.9370980190378184,3.407164324760437
354,22.76511573791504,13.108856201171875,1,0.9370980190378184,3.407164324760437
355,23.439558029174805,14.820249557495117,1,0.9370980190378184,3.462349155187607
356,22.092788696289062,17.820249557495117,1,0.9377411885773089,3.56100212597847
357,19.092788696289062,20.820249557495117,1,0.9383843581167995,3.688281340837479
358,22.092788696289062,21.970552444458008,1,0.940957036274762,3.78467053437233
359,22.46613121032715,24.970552444458008,1,0.9434010805248263,3.875364775896073
360,22.157882690429688,25.647125244140625,1,0.9441728839722151,3.8976692857742314
361,19.157882690429688,22.647125244140625,1,0.9441728839722151,4.0
362,16.157882690429688,25.647125244140625,1,0.9441728839722151,4.0
363,19.157882690429688,22.647125244140625,1,0.9441728839722151,4.0
364,16.157882690429688,19.647125244140625,1,0.9441728839722151,4.0
365,19.157882690429688,21.73306655883789,1,0.9441728839722151,4.0
366,19.582040786743164,18.73306655883789,1,0.9441728839722151,4.0
367,18.53296661376953,18.988977432250977,1,0.9441728839722151,4.0
368,20.62836265563965,15.988977432250977,1,0.9441728839722151,4.0
369,23.62836265563965,18.85773468017578,1,0.9441728839722151,4.0
370,23.62836265563965,18.85773468017578,1,0.9441728839722151,4.0
371,20.62836265563965,17.249589920043945,1,0.9441728839722151,4.0
372,23.62836265563965,14.249589920043945,1,0.9441728839722151,4.0
373,20.62836265563965,17.249589920043945,0,0.9441728839722151,4.0
374,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
375,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
376,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
377,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
378,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
379,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
380,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
381,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
382,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
383,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
384,23.62836265563965,14.731731414794922,0,0.9441728839722151,4.0
385,23.26043128967285,15.022785186767578,0,0.9441728839722151,4.0
386,22.76765251159668,14.257797241210938,0,0.9441728839722151,4.0
387,22.76765251159668,14.257797241210938,0,0.9441728839722151,4.0
388,22.76765251159668,14.257797241210938,0,0.9441728839722151,4.0
389,20.11158561706543,14.077802658081055,0,0.9441728839722151,4.0
390,20.01844596862793,17.077802658081055,0,0.9441728839722151,4.0
391,23.01844596862793,15.762796401977539,0,0.9441728839722151,4.0
392,21.988100051879883,18.696672439575195,0,0.9443015178801132,4.0
393,21.988100051879883,18.696672439575195,0,0.9443015178801132,4.0
394,21.988100051879883,18.696672439575195,0,0.9443015178801132,4.0
395,21.988100051879883,18.696672439575195,0,0.9443015178801132,4.0
396,21.988100051879883,18.696672439575195,0,0.9443015178801132,4.0
397,22.40515899658203,19.873912811279297,0,0.9449446874196038,4.0
398,23.3717098236084,17.822490692138672,0,0.9449446874196038,4.0
399,23.3717098236084,17.822490692138672,0,0.9449446874196038,4.0
400,23.3717098236084,17.822490692138672,0,0.9449446874196038,4.0
401,23.3717098236084,17.822490692138672,0,0.9449446874196038,4.0
402,23.3717098236084,17.822490692138672,0,0.9449446874196038,4.0
403,23.3717098236084,17.822490692138672,0,0.9449446874196038,4.0
404,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
405,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
406,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
407,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
408,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
409,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
410,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
411,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
412,22.754146575927734,17.216930389404297,0,0.9449446874196038,4.0
413,22.450559616088867,16.43096923828125,0,0.9449446874196038,4.0
414,22.450559616088867,16.43096923828125,0,0.9449446874196038,4.0
415,22.450559616088867,16.43096923828125,0,0.9449446874196038,4.0
416,22.450559616088867,16.43096923828125,0,0.9449446874196038,4.0
417,22.450559616088867,16.43096923828125,0,0.9449446874196038,4.0
